method,query_id,doc_id,latency_ms
cross-encoder,PLAIN-2650,MED-2786,23.15
cross-encoder,PLAIN-2650,MED-2803,26.5
cross-encoder,PLAIN-2650,MED-2813,36.08
cross-encoder,PLAIN-2650,MED-2810,27.7
cross-encoder,PLAIN-2650,MED-2815,19.38
cross-encoder,PLAIN-2650,MED-2243,18.55
cross-encoder,PLAIN-2650,MED-2606,20.3
cross-encoder,PLAIN-2650,MED-4999,31.52
cross-encoder,PLAIN-2650,MED-2811,23.77
cross-encoder,PLAIN-2650,MED-2820,25.32
cross-encoder,PLAIN-2660,MED-4465,21.22
cross-encoder,PLAIN-2660,MED-5097,17.03
cross-encoder,PLAIN-2660,MED-4376,24.75
cross-encoder,PLAIN-2660,MED-3012,25.37
cross-encoder,PLAIN-2660,MED-1955,24.99
cross-encoder,PLAIN-2660,MED-5099,23.26
cross-encoder,PLAIN-2660,MED-3625,13.55
cross-encoder,PLAIN-2660,MED-4678,27.14
cross-encoder,PLAIN-2660,MED-2907,17.36
cross-encoder,PLAIN-2660,MED-3029,16.78
cross-encoder,PLAIN-2660,MED-839,22.1
cross-encoder,PLAIN-2660,MED-5098,23.45
cross-encoder,PLAIN-2660,MED-1586,23.23
cross-encoder,PLAIN-2660,MED-5368,29.0
cross-encoder,PLAIN-2660,MED-4954,26.34
cross-encoder,PLAIN-2660,MED-4369,18.82
cross-encoder,PLAIN-2660,MED-2751,18.68
cross-encoder,PLAIN-2660,MED-4038,23.23
cross-encoder,PLAIN-2660,MED-4181,25.97
cross-encoder,PLAIN-2660,MED-4490,28.15
cross-encoder,PLAIN-2670,MED-2994,14.44
cross-encoder,PLAIN-2670,MED-4974,28.71
cross-encoder,PLAIN-2670,MED-3359,18.6
cross-encoder,PLAIN-2670,MED-1605,20.84
cross-encoder,PLAIN-2670,MED-4659,18.32
cross-encoder,PLAIN-2670,MED-4418,23.63
cross-encoder,PLAIN-2670,MED-4493,25.86
cross-encoder,PLAIN-2670,MED-2899,24.19
cross-encoder,PLAIN-2670,MED-4859,22.62
cross-encoder,PLAIN-2670,MED-3351,17.77
cross-encoder,PLAIN-2670,MED-3348,21.53
cross-encoder,PLAIN-2670,MED-4524,27.38
cross-encoder,PLAIN-2670,MED-2794,27.71
cross-encoder,PLAIN-2670,MED-4451,20.61
cross-encoder,PLAIN-2670,MED-2704,20.73
cross-encoder,PLAIN-2670,MED-2627,23.52
cross-encoder,PLAIN-2670,MED-2993,28.77
cross-encoder,PLAIN-2670,MED-3619,21.35
cross-encoder,PLAIN-2670,MED-2678,25.09
cross-encoder,PLAIN-2670,MED-4022,23.26
cross-encoder,PLAIN-2680,MED-1961,22.1
cross-encoder,PLAIN-2680,MED-3100,25.19
cross-encoder,PLAIN-2680,MED-2495,26.18
cross-encoder,PLAIN-2680,MED-3102,19.91
cross-encoder,PLAIN-2680,MED-2388,23.98
cross-encoder,PLAIN-2680,MED-2497,25.64
cross-encoder,PLAIN-2680,MED-1962,23.83
cross-encoder,PLAIN-2680,MED-5102,27.84
cross-encoder,PLAIN-2680,MED-4940,29.58
cross-encoder,PLAIN-2680,MED-3451,24.18
cross-encoder,PLAIN-2680,MED-4735,27.52
cross-encoder,PLAIN-2680,MED-5105,25.44
cross-encoder,PLAIN-2680,MED-4437,30.37
cross-encoder,PLAIN-2680,MED-3112,24.34
cross-encoder,PLAIN-2680,MED-5310,26.3
cross-encoder,PLAIN-2680,MED-1098,23.38
cross-encoder,PLAIN-2680,MED-1142,26.28
cross-encoder,PLAIN-2680,MED-1958,31.53
cross-encoder,PLAIN-2680,MED-3232,22.14
cross-encoder,PLAIN-2680,MED-4234,23.81
cross-encoder,PLAIN-2690,MED-3515,15.31
cross-encoder,PLAIN-2690,MED-3288,19.44
cross-encoder,PLAIN-2690,MED-2341,24.04
cross-encoder,PLAIN-2690,MED-4818,17.22
cross-encoder,PLAIN-2690,MED-1979,17.94
cross-encoder,PLAIN-2690,MED-1983,23.71
cross-encoder,PLAIN-2690,MED-2352,29.65
cross-encoder,PLAIN-2690,MED-1610,27.22
cross-encoder,PLAIN-2690,MED-4593,28.33
cross-encoder,PLAIN-2690,MED-3891,33.34
cross-encoder,PLAIN-2690,MED-2340,21.72
cross-encoder,PLAIN-2690,MED-4814,28.41
cross-encoder,PLAIN-2690,MED-4803,17.39
cross-encoder,PLAIN-2690,MED-2678,26.11
cross-encoder,PLAIN-2690,MED-4357,28.37
cross-encoder,PLAIN-2690,MED-4808,29.27
cross-encoder,PLAIN-2690,MED-1491,29.96
cross-encoder,PLAIN-2690,MED-866,21.28
cross-encoder,PLAIN-2690,MED-1977,19.02
cross-encoder,PLAIN-2690,MED-1624,26.88
cross-encoder,PLAIN-2700,MED-3954,24.95
cross-encoder,PLAIN-2700,MED-3253,25.97
cross-encoder,PLAIN-2700,MED-4315,17.39
cross-encoder,PLAIN-2700,MED-1932,17.56
cross-encoder,PLAIN-2700,MED-5141,21.07
cross-encoder,PLAIN-2700,MED-4783,23.45
cross-encoder,PLAIN-2700,MED-5194,17.93
cross-encoder,PLAIN-2700,MED-1722,24.53
cross-encoder,PLAIN-2700,MED-1991,18.74
cross-encoder,PLAIN-2700,MED-4496,19.68
cross-encoder,PLAIN-2700,MED-5293,26.26
cross-encoder,PLAIN-2700,MED-4578,20.87
cross-encoder,PLAIN-2700,MED-1366,15.8
cross-encoder,PLAIN-2700,MED-4680,20.75
cross-encoder,PLAIN-2700,MED-1834,19.57
cross-encoder,PLAIN-2700,MED-4919,24.51
cross-encoder,PLAIN-2700,MED-2301,17.24
cross-encoder,PLAIN-2700,MED-1129,22.0
cross-encoder,PLAIN-2700,MED-1120,18.38
cross-encoder,PLAIN-2700,MED-4255,18.43
cross-encoder,PLAIN-2710,MED-3382,21.79
cross-encoder,PLAIN-2710,MED-3380,20.78
cross-encoder,PLAIN-2710,MED-3383,20.14
cross-encoder,PLAIN-2710,MED-4655,28.91
cross-encoder,PLAIN-2710,MED-1153,25.71
cross-encoder,PLAIN-2710,MED-3381,24.26
cross-encoder,PLAIN-2710,MED-1625,20.82
cross-encoder,PLAIN-2710,MED-1407,18.31
cross-encoder,PLAIN-2710,MED-5054,19.92
cross-encoder,PLAIN-2710,MED-4120,19.84
cross-encoder,PLAIN-2710,MED-5062,28.73
cross-encoder,PLAIN-2710,MED-5053,32.25
cross-encoder,PLAIN-2710,MED-1630,25.22
cross-encoder,PLAIN-2710,MED-4126,14.89
cross-encoder,PLAIN-2710,MED-860,23.63
cross-encoder,PLAIN-2710,MED-1208,25.21
cross-encoder,PLAIN-2710,MED-1623,26.44
cross-encoder,PLAIN-2710,MED-4419,30.0
cross-encoder,PLAIN-2710,MED-1108,27.02
cross-encoder,PLAIN-2710,MED-3621,22.78
cross-encoder,PLAIN-2720,MED-4804,24.42
cross-encoder,PLAIN-2720,MED-4429,19.75
cross-encoder,PLAIN-2720,MED-4969,17.58
cross-encoder,PLAIN-2720,MED-1982,13.99
cross-encoder,PLAIN-2720,MED-3483,23.22
cross-encoder,PLAIN-2720,MED-4256,25.77
cross-encoder,PLAIN-2720,MED-2742,25.12
cross-encoder,PLAIN-2720,MED-3319,23.83
cross-encoder,PLAIN-2720,MED-4392,19.11
cross-encoder,PLAIN-2720,MED-3217,27.58
cross-encoder,PLAIN-2720,MED-3474,24.65
cross-encoder,PLAIN-2720,MED-911,24.83
cross-encoder,PLAIN-2720,MED-2451,23.4
cross-encoder,PLAIN-2720,MED-2759,22.19
cross-encoder,PLAIN-2720,MED-2265,29.75
cross-encoder,PLAIN-2720,MED-2083,25.41
cross-encoder,PLAIN-2720,MED-1853,24.24
cross-encoder,PLAIN-2720,MED-2292,25.63
cross-encoder,PLAIN-2720,MED-5142,28.6
cross-encoder,PLAIN-2720,MED-2618,25.71
cross-encoder,PLAIN-2730,MED-2573,25.63
cross-encoder,PLAIN-2730,MED-3840,23.2
cross-encoder,PLAIN-2730,MED-3554,22.09
cross-encoder,PLAIN-2730,MED-2513,24.04
cross-encoder,PLAIN-2730,MED-2357,23.05
cross-encoder,PLAIN-2730,MED-3553,21.38
cross-encoder,PLAIN-2730,MED-3548,28.57
cross-encoder,PLAIN-2730,MED-2366,22.36
cross-encoder,PLAIN-2730,MED-2427,21.66
cross-encoder,PLAIN-2730,MED-4089,21.15
cross-encoder,PLAIN-2730,MED-3277,23.85
cross-encoder,PLAIN-2730,MED-1317,30.09
cross-encoder,PLAIN-2730,MED-1315,30.33
cross-encoder,PLAIN-2730,MED-3551,19.82
cross-encoder,PLAIN-2730,MED-4532,32.62
cross-encoder,PLAIN-2730,MED-2134,35.55
cross-encoder,PLAIN-2730,MED-4777,23.32
cross-encoder,PLAIN-2730,MED-3649,19.84
cross-encoder,PLAIN-2730,MED-4462,31.64
cross-encoder,PLAIN-2730,MED-3745,33.68
cross-encoder,PLAIN-2740,MED-2940,22.58
cross-encoder,PLAIN-2740,MED-3627,18.23
cross-encoder,PLAIN-2740,MED-3624,20.05
cross-encoder,PLAIN-2740,MED-3623,17.56
cross-encoder,PLAIN-2740,MED-2947,31.46
cross-encoder,PLAIN-2740,MED-3562,25.26
cross-encoder,PLAIN-2740,MED-3193,29.02
cross-encoder,PLAIN-2740,MED-3787,30.71
cross-encoder,PLAIN-2740,MED-5317,22.68
cross-encoder,PLAIN-2740,MED-3620,24.65
cross-encoder,PLAIN-2740,MED-1733,25.07
cross-encoder,PLAIN-2740,MED-3590,24.11
cross-encoder,PLAIN-2740,MED-3606,24.18
cross-encoder,PLAIN-2740,MED-4309,26.21
cross-encoder,PLAIN-2740,MED-5313,31.76
cross-encoder,PLAIN-2740,MED-3636,18.84
cross-encoder,PLAIN-2740,MED-3615,22.89
cross-encoder,PLAIN-2740,MED-2513,19.44
cross-encoder,PLAIN-2740,MED-4925,23.77
cross-encoder,PLAIN-2740,MED-3604,22.02
cross-encoder,PLAIN-2750,MED-3683,21.35
cross-encoder,PLAIN-2750,MED-3680,18.51
cross-encoder,PLAIN-2750,MED-5031,18.04
cross-encoder,PLAIN-2750,MED-1300,27.23
cross-encoder,PLAIN-2750,MED-1568,15.36
cross-encoder,PLAIN-2750,MED-3692,25.16
cross-encoder,PLAIN-2750,MED-3695,26.56
cross-encoder,PLAIN-2750,MED-4762,32.87
cross-encoder,PLAIN-2750,MED-3673,20.09
cross-encoder,PLAIN-2750,MED-5321,22.39
cross-encoder,PLAIN-2750,MED-4564,28.25
cross-encoder,PLAIN-2750,MED-2461,25.13
cross-encoder,PLAIN-2750,MED-5318,23.18
cross-encoder,PLAIN-2750,MED-3677,24.56
cross-encoder,PLAIN-2750,MED-2203,27.66
cross-encoder,PLAIN-2750,MED-3690,29.91
cross-encoder,PLAIN-2750,MED-4136,20.87
cross-encoder,PLAIN-2750,MED-5122,22.41
cross-encoder,PLAIN-2750,MED-4264,23.97
cross-encoder,PLAIN-2750,MED-3095,30.68
cross-encoder,PLAIN-2760,MED-4600,17.43
cross-encoder,PLAIN-2760,MED-2220,20.92
cross-encoder,PLAIN-2760,MED-1377,19.1
cross-encoder,PLAIN-2760,MED-5220,25.5
cross-encoder,PLAIN-2760,MED-1058,14.9
cross-encoder,PLAIN-2760,MED-1210,25.03
cross-encoder,PLAIN-2760,MED-3038,23.37
cross-encoder,PLAIN-2760,MED-2524,25.32
cross-encoder,PLAIN-2760,MED-3238,20.11
cross-encoder,PLAIN-2760,MED-4961,22.47
cross-encoder,PLAIN-2760,MED-3954,24.91
cross-encoder,PLAIN-2760,MED-4744,24.35
cross-encoder,PLAIN-2760,MED-1302,19.04
cross-encoder,PLAIN-2760,MED-1551,21.0
cross-encoder,PLAIN-2760,MED-4699,26.7
cross-encoder,PLAIN-2760,MED-4198,20.65
cross-encoder,PLAIN-2760,MED-4313,23.02
cross-encoder,PLAIN-2760,MED-1650,8.84
cross-encoder,PLAIN-2760,MED-5340,15.37
cross-encoder,PLAIN-2760,MED-898,26.34
cross-encoder,PLAIN-2770,MED-3832,22.05
cross-encoder,PLAIN-2770,MED-2437,22.25
cross-encoder,PLAIN-2770,MED-3830,18.27
cross-encoder,PLAIN-2770,MED-3834,18.11
cross-encoder,PLAIN-2770,MED-14,21.86
cross-encoder,PLAIN-2770,MED-5052,25.86
cross-encoder,PLAIN-2770,MED-10,18.82
cross-encoder,PLAIN-2770,MED-3123,19.14
cross-encoder,PLAIN-2770,MED-4450,25.9
cross-encoder,PLAIN-2770,MED-5116,28.69
cross-encoder,PLAIN-2770,MED-3127,25.19
cross-encoder,PLAIN-2770,MED-4445,20.59
cross-encoder,PLAIN-2770,MED-3855,27.2
cross-encoder,PLAIN-2770,MED-3853,21.46
cross-encoder,PLAIN-2770,MED-2436,28.02
cross-encoder,PLAIN-2770,MED-3698,23.05
cross-encoder,PLAIN-2770,MED-3139,19.74
cross-encoder,PLAIN-2770,MED-3142,24.29
cross-encoder,PLAIN-2770,MED-5066,30.55
cross-encoder,PLAIN-2770,MED-2139,31.22
cross-encoder,PLAIN-2780,MED-3896,26.38
cross-encoder,PLAIN-2780,MED-4292,24.06
cross-encoder,PLAIN-2780,MED-4707,26.59
cross-encoder,PLAIN-2780,MED-4291,25.42
cross-encoder,PLAIN-2780,MED-2595,23.62
cross-encoder,PLAIN-2780,MED-4302,22.56
cross-encoder,PLAIN-2780,MED-1305,23.63
cross-encoder,PLAIN-2780,MED-2529,29.87
cross-encoder,PLAIN-2780,MED-4286,21.85
cross-encoder,PLAIN-2780,MED-1388,25.07
cross-encoder,PLAIN-2780,MED-1387,29.75
cross-encoder,PLAIN-2780,MED-1381,24.51
cross-encoder,PLAIN-2780,MED-2596,22.7
cross-encoder,PLAIN-2780,MED-4152,21.63
cross-encoder,PLAIN-2780,MED-2594,22.35
cross-encoder,PLAIN-2780,MED-4284,27.95
cross-encoder,PLAIN-2780,MED-2592,20.27
cross-encoder,PLAIN-2780,MED-5004,27.96
cross-encoder,PLAIN-2780,MED-2717,16.94
cross-encoder,PLAIN-2780,MED-2593,19.93
cross-encoder,PLAIN-2790,MED-3964,19.49
cross-encoder,PLAIN-2790,MED-3970,27.39
cross-encoder,PLAIN-2790,MED-3969,20.47
cross-encoder,PLAIN-2790,MED-3960,21.76
cross-encoder,PLAIN-2790,MED-1188,18.88
cross-encoder,PLAIN-2790,MED-3963,24.97
cross-encoder,PLAIN-2790,MED-5059,25.91
cross-encoder,PLAIN-2790,MED-895,21.78
cross-encoder,PLAIN-2790,MED-3106,21.42
cross-encoder,PLAIN-2790,MED-3496,28.67
cross-encoder,PLAIN-2790,MED-2359,25.55
cross-encoder,PLAIN-2790,MED-1576,25.14
cross-encoder,PLAIN-2790,MED-4342,22.98
cross-encoder,PLAIN-2790,MED-2810,22.1
cross-encoder,PLAIN-2790,MED-2788,26.46
cross-encoder,PLAIN-2790,MED-3967,29.44
cross-encoder,PLAIN-2790,MED-2809,29.25
cross-encoder,PLAIN-2790,MED-736,22.85
cross-encoder,PLAIN-2790,MED-2811,31.09
cross-encoder,PLAIN-2790,MED-2037,20.24
cross-encoder,PLAIN-2800,MED-2068,23.51
cross-encoder,PLAIN-2800,MED-5075,26.39
cross-encoder,PLAIN-2800,MED-2232,28.39
cross-encoder,PLAIN-2800,MED-5206,23.62
cross-encoder,PLAIN-2800,MED-912,28.22
cross-encoder,PLAIN-2800,MED-4454,30.09
cross-encoder,PLAIN-2800,MED-2235,24.25
cross-encoder,PLAIN-2800,MED-4456,27.12
cross-encoder,PLAIN-2800,MED-2071,29.19
cross-encoder,PLAIN-2800,MED-4040,29.33
cross-encoder,PLAIN-2800,MED-3164,20.92
cross-encoder,PLAIN-2800,MED-2074,25.34
cross-encoder,PLAIN-2800,MED-2453,24.29
cross-encoder,PLAIN-2800,MED-2793,26.57
cross-encoder,PLAIN-2800,MED-2070,24.75
cross-encoder,PLAIN-2800,MED-2667,29.74
cross-encoder,PLAIN-2800,MED-5162,28.28
cross-encoder,PLAIN-2800,MED-4817,24.62
cross-encoder,PLAIN-2800,MED-3199,23.73
cross-encoder,PLAIN-2800,MED-840,25.82
cross-encoder,PLAIN-2810,MED-2491,20.57
cross-encoder,PLAIN-2810,MED-4267,27.95
cross-encoder,PLAIN-2810,MED-4580,19.97
cross-encoder,PLAIN-2810,MED-1792,27.81
cross-encoder,PLAIN-2810,MED-5019,25.02
cross-encoder,PLAIN-2810,MED-4090,21.89
cross-encoder,PLAIN-2810,MED-1846,24.74
cross-encoder,PLAIN-2810,MED-4590,29.31
cross-encoder,PLAIN-2810,MED-3945,20.84
cross-encoder,PLAIN-2810,MED-3476,27.88
cross-encoder,PLAIN-2810,MED-3206,28.62
cross-encoder,PLAIN-2810,MED-2099,25.57
cross-encoder,PLAIN-2810,MED-1839,24.54
cross-encoder,PLAIN-2810,MED-4587,28.22
cross-encoder,PLAIN-2810,MED-2969,27.84
cross-encoder,PLAIN-2810,MED-1601,17.87
cross-encoder,PLAIN-2810,MED-1845,20.27
cross-encoder,PLAIN-2810,MED-3679,32.81
cross-encoder,PLAIN-2810,MED-4091,27.89
cross-encoder,PLAIN-2810,MED-3201,25.7
cross-encoder,PLAIN-2820,MED-2698,25.24
cross-encoder,PLAIN-2820,MED-1192,28.52
cross-encoder,PLAIN-2820,MED-1677,29.07
cross-encoder,PLAIN-2820,MED-2763,14.28
cross-encoder,PLAIN-2820,MED-3550,22.34
cross-encoder,PLAIN-2820,MED-4603,22.5
cross-encoder,PLAIN-2820,MED-5301,28.34
cross-encoder,PLAIN-2820,MED-4724,21.69
cross-encoder,PLAIN-2820,MED-4114,26.4
cross-encoder,PLAIN-2820,MED-4030,22.77
cross-encoder,PLAIN-2820,MED-2284,32.01
cross-encoder,PLAIN-2820,MED-1233,21.71
cross-encoder,PLAIN-2820,MED-1026,13.92
cross-encoder,PLAIN-2820,MED-3282,24.63
cross-encoder,PLAIN-2820,MED-3534,20.59
cross-encoder,PLAIN-2820,MED-1999,20.85
cross-encoder,PLAIN-2820,MED-2384,22.93
cross-encoder,PLAIN-2820,MED-2203,26.72
cross-encoder,PLAIN-2820,MED-1512,25.57
cross-encoder,PLAIN-2820,MED-1988,22.41
cross-encoder,PLAIN-2830,MED-5054,26.15
cross-encoder,PLAIN-2830,MED-1625,23.5
cross-encoder,PLAIN-2830,MED-4120,22.57
cross-encoder,PLAIN-2830,MED-5053,22.08
cross-encoder,PLAIN-2830,MED-5056,21.89
cross-encoder,PLAIN-2830,MED-1627,32.23
cross-encoder,PLAIN-2830,MED-5057,29.86
cross-encoder,PLAIN-2830,MED-3380,18.5
cross-encoder,PLAIN-2830,MED-4604,24.57
cross-encoder,PLAIN-2830,MED-3540,22.77
cross-encoder,PLAIN-2830,MED-5365,19.27
cross-encoder,PLAIN-2830,MED-1108,22.46
cross-encoder,PLAIN-2830,MED-4126,14.15
cross-encoder,PLAIN-2830,MED-4332,45.01
cross-encoder,PLAIN-2830,MED-3621,27.65
cross-encoder,PLAIN-2830,MED-5062,29.53
cross-encoder,PLAIN-2830,MED-1626,21.99
cross-encoder,PLAIN-2830,MED-1623,29.27
cross-encoder,PLAIN-2830,MED-4868,27.79
cross-encoder,PLAIN-2830,MED-3382,27.62
cross-encoder,PLAIN-2840,MED-4150,10.77
cross-encoder,PLAIN-2840,MED-2009,27.53
cross-encoder,PLAIN-2840,MED-4716,30.55
cross-encoder,PLAIN-2840,MED-4455,29.84
cross-encoder,PLAIN-2840,MED-948,29.91
cross-encoder,PLAIN-2840,MED-2071,36.49
cross-encoder,PLAIN-2840,MED-3145,22.65
cross-encoder,PLAIN-2840,MED-2010,20.88
cross-encoder,PLAIN-2840,MED-915,34.27
cross-encoder,PLAIN-2840,MED-4295,32.91
cross-encoder,PLAIN-2840,MED-2233,21.9
cross-encoder,PLAIN-2840,MED-3136,24.71
cross-encoder,PLAIN-2840,MED-4446,24.18
cross-encoder,PLAIN-2840,MED-902,29.52
cross-encoder,PLAIN-2840,MED-4163,19.88
cross-encoder,PLAIN-2840,MED-2579,22.67
cross-encoder,PLAIN-2840,MED-1284,22.85
cross-encoder,PLAIN-2840,MED-1282,22.79
cross-encoder,PLAIN-2840,MED-1285,14.17
cross-encoder,PLAIN-2840,MED-2438,30.21
cross-encoder,PLAIN-2850,MED-2584,26.29
cross-encoder,PLAIN-2850,MED-4482,23.88
cross-encoder,PLAIN-2850,MED-5105,27.84
cross-encoder,PLAIN-2850,MED-5148,22.49
cross-encoder,PLAIN-2850,MED-1541,19.73
cross-encoder,PLAIN-2850,MED-5034,23.64
cross-encoder,PLAIN-2850,MED-5326,25.82
cross-encoder,PLAIN-2850,MED-4983,23.99
cross-encoder,PLAIN-2850,MED-5026,24.96
cross-encoder,PLAIN-2850,MED-4758,26.34
cross-encoder,PLAIN-2850,MED-4747,25.52
cross-encoder,PLAIN-2850,MED-4878,26.58
cross-encoder,PLAIN-2850,MED-4426,21.85
cross-encoder,PLAIN-2850,MED-2170,28.78
cross-encoder,PLAIN-2850,MED-4977,27.51
cross-encoder,PLAIN-2850,MED-5028,43.22
cross-encoder,PLAIN-2850,MED-4358,19.62
cross-encoder,PLAIN-2850,MED-3000,18.55
cross-encoder,PLAIN-2850,MED-5207,12.32
cross-encoder,PLAIN-2850,MED-5229,17.99
cross-encoder,PLAIN-2860,MED-4186,31.91
cross-encoder,PLAIN-2860,MED-4185,19.5
cross-encoder,PLAIN-2860,MED-3429,13.21
cross-encoder,PLAIN-2860,MED-3421,18.85
cross-encoder,PLAIN-2860,MED-746,22.9
cross-encoder,PLAIN-2860,MED-828,27.37
cross-encoder,PLAIN-2860,MED-891,32.4
cross-encoder,PLAIN-2860,MED-4654,23.01
cross-encoder,PLAIN-2860,MED-3407,17.07
cross-encoder,PLAIN-2860,MED-1010,17.81
cross-encoder,PLAIN-2860,MED-3590,25.18
cross-encoder,PLAIN-2860,MED-3423,21.35
cross-encoder,PLAIN-2860,MED-4992,26.65
cross-encoder,PLAIN-2860,MED-3430,18.11
cross-encoder,PLAIN-2860,MED-3428,19.41
cross-encoder,PLAIN-2860,MED-3422,25.1
cross-encoder,PLAIN-2860,MED-4360,19.48
cross-encoder,PLAIN-2860,MED-4425,23.75
cross-encoder,PLAIN-2860,MED-2644,29.06
cross-encoder,PLAIN-2860,MED-3440,20.84
cross-encoder,PLAIN-2870,MED-2178,23.21
cross-encoder,PLAIN-2870,MED-4033,21.18
cross-encoder,PLAIN-2870,MED-872,23.4
cross-encoder,PLAIN-2870,MED-1773,18.83
cross-encoder,PLAIN-2870,MED-4678,27.93
cross-encoder,PLAIN-2870,MED-2253,22.53
cross-encoder,PLAIN-2870,MED-2428,19.42
cross-encoder,PLAIN-2870,MED-2491,16.72
cross-encoder,PLAIN-2870,MED-4531,17.5
cross-encoder,PLAIN-2870,MED-3378,21.97
cross-encoder,PLAIN-2870,MED-3153,27.41
cross-encoder,PLAIN-2870,MED-2571,25.82
cross-encoder,PLAIN-2870,MED-1488,15.86
cross-encoder,PLAIN-2870,MED-2260,21.26
cross-encoder,PLAIN-2870,MED-1003,26.65
cross-encoder,PLAIN-2870,MED-4324,19.25
cross-encoder,PLAIN-2870,MED-4529,21.03
cross-encoder,PLAIN-2870,MED-2603,18.73
cross-encoder,PLAIN-2870,MED-4533,24.68
cross-encoder,PLAIN-2870,MED-3379,25.57
cross-encoder,PLAIN-2880,MED-2522,17.61
cross-encoder,PLAIN-2880,MED-4914,17.9
cross-encoder,PLAIN-2880,MED-1914,23.8
cross-encoder,PLAIN-2880,MED-1437,18.22
cross-encoder,PLAIN-2880,MED-4890,26.52
cross-encoder,PLAIN-2880,MED-1780,24.05
cross-encoder,PLAIN-2880,MED-4493,19.82
cross-encoder,PLAIN-2880,MED-2116,18.11
cross-encoder,PLAIN-2880,MED-1171,24.99
cross-encoder,PLAIN-2880,MED-2323,25.67
cross-encoder,PLAIN-2880,MED-1773,22.77
cross-encoder,PLAIN-2880,MED-2736,25.2
cross-encoder,PLAIN-2880,MED-2721,18.27
cross-encoder,PLAIN-2880,MED-2309,25.04
cross-encoder,PLAIN-2880,MED-3381,27.08
cross-encoder,PLAIN-2880,MED-2725,22.16
cross-encoder,PLAIN-2880,MED-1983,25.12
cross-encoder,PLAIN-2880,MED-3105,18.74
cross-encoder,PLAIN-2880,MED-1055,23.44
cross-encoder,PLAIN-2880,MED-1754,26.37
cross-encoder,PLAIN-2890,MED-1538,28.31
cross-encoder,PLAIN-2890,MED-1533,28.26
cross-encoder,PLAIN-2890,MED-1535,27.39
cross-encoder,PLAIN-2890,MED-4250,25.33
cross-encoder,PLAIN-2890,MED-1534,18.55
cross-encoder,PLAIN-2890,MED-3896,23.91
cross-encoder,PLAIN-2890,MED-3370,21.73
cross-encoder,PLAIN-2890,MED-2418,29.79
cross-encoder,PLAIN-2890,MED-4765,17.19
cross-encoder,PLAIN-2890,MED-3351,12.39
cross-encoder,PLAIN-2890,MED-906,24.49
cross-encoder,PLAIN-2890,MED-4284,27.87
cross-encoder,PLAIN-2890,MED-3143,22.11
cross-encoder,PLAIN-2890,MED-3376,24.13
cross-encoder,PLAIN-2890,MED-4295,31.87
cross-encoder,PLAIN-2890,MED-3369,19.43
cross-encoder,PLAIN-2890,MED-2253,28.08
cross-encoder,PLAIN-2890,MED-4172,21.07
cross-encoder,PLAIN-2890,MED-2369,23.76
cross-encoder,PLAIN-2890,MED-2524,19.42
cross-encoder,PLAIN-2900,MED-2105,24.44
cross-encoder,PLAIN-2900,MED-3679,35.43
cross-encoder,PLAIN-2900,MED-3693,15.8
cross-encoder,PLAIN-2900,MED-1417,26.1
cross-encoder,PLAIN-2900,MED-3692,22.23
cross-encoder,PLAIN-2900,MED-3677,23.55
cross-encoder,PLAIN-2900,MED-1418,26.88
cross-encoder,PLAIN-2900,MED-4271,23.77
cross-encoder,PLAIN-2900,MED-4980,28.41
cross-encoder,PLAIN-2900,MED-1028,23.09
cross-encoder,PLAIN-2900,MED-1420,22.84
cross-encoder,PLAIN-2900,MED-3695,22.73
cross-encoder,PLAIN-2900,MED-1413,24.51
cross-encoder,PLAIN-2900,MED-3680,20.72
cross-encoder,PLAIN-2900,MED-1786,19.77
cross-encoder,PLAIN-2900,MED-5198,27.96
cross-encoder,PLAIN-2900,MED-4901,26.05
cross-encoder,PLAIN-2900,MED-2679,27.15
cross-encoder,PLAIN-2900,MED-1421,27.99
cross-encoder,PLAIN-2900,MED-718,22.21
cross-encoder,PLAIN-2910,MED-4296,21.25
cross-encoder,PLAIN-2910,MED-4295,30.47
cross-encoder,PLAIN-2910,MED-4573,27.28
cross-encoder,PLAIN-2910,MED-836,23.16
cross-encoder,PLAIN-2910,MED-2430,28.76
cross-encoder,PLAIN-2910,MED-1586,23.58
cross-encoder,PLAIN-2910,MED-1690,23.83
cross-encoder,PLAIN-2910,MED-1023,28.64
cross-encoder,PLAIN-2910,MED-1872,25.04
cross-encoder,PLAIN-2910,MED-862,28.02
cross-encoder,PLAIN-2910,MED-3197,32.13
cross-encoder,PLAIN-2910,MED-1428,21.91
cross-encoder,PLAIN-2910,MED-2157,20.08
cross-encoder,PLAIN-2910,MED-2051,14.67
cross-encoder,PLAIN-2910,MED-3492,26.96
cross-encoder,PLAIN-2910,MED-5148,25.35
cross-encoder,PLAIN-2910,MED-4739,25.83
cross-encoder,PLAIN-2910,MED-2383,19.23
cross-encoder,PLAIN-2910,MED-4471,19.08
cross-encoder,PLAIN-2910,MED-1544,17.83
cross-encoder,PLAIN-2920,MED-4309,28.15
cross-encoder,PLAIN-2920,MED-913,24.33
cross-encoder,PLAIN-2920,MED-3532,24.03
cross-encoder,PLAIN-2920,MED-915,19.97
cross-encoder,PLAIN-2920,MED-1397,22.46
cross-encoder,PLAIN-2920,MED-3522,26.57
cross-encoder,PLAIN-2920,MED-2078,18.57
cross-encoder,PLAIN-2920,MED-5083,23.91
